order_id,opp_id,amount,payment_status,payment_date_id
ORD00577,OPP04771,203.7,Paid,20260711
ORD00578,OPP04778,1143.77,Paid,20260419
ORD00579,OPP04781,151.83,Paid,20260831
ORD00580,OPP04811,655.35,Paid,20260829
ORD00581,OPP04821,96.3,Pending,20251022
ORD00582,OPP04823,536.07,Paid,20260806
ORD00583,OPP04824,33.9,Paid,20260806
ORD00584,OPP04846,116.01,Paid,20260512
ORD00585,OPP04848,982.89,Paid,20260901
ORD00586,OPP04849,352.03,Paid,20260731
ORD00587,OPP04853,72.44,Paid,20260801
ORD00588,OPP04854,526.2,Paid,20260321
ORD00589,OPP04861,1336.33,Paid,20260615
ORD00590,OPP04871,399.11,Paid,20260808
ORD00591,OPP04888,68.92,Paid,20260322
ORD00592,OPP04890,84.38,Paid,20260228
ORD00593,OPP04891,4245.23,Paid,20260711
ORD00594,OPP04901,196.87,Paid,20260607
ORD00595,OPP04906,17.94,Paid,20260624
ORD00596,OPP04908,382.14,Paid,20260819
ORD00597,OPP04921,290.95,Paid,20260325
ORD00598,OPP04924,1040.41,Refunded,20260810
ORD00599,OPP04926,4756.68,Paid,20260821
ORD00600,OPP04931,170.74,Paid,20260430
ORD00601,OPP04939,89.08,Paid,20260417
ORD00602,OPP04942,43.54,Paid,20260902
ORD00603,OPP04944,191.78,Paid,20260727
ORD00604,OPP04985,-3570.88,Paid,20260818
ORD00605,OPP04989,142.02,Paid,20260227
ORD00606,OPP04996,165.66,Paid,20260630
ORD00607,OPP05001,755.59,Paid,20260115
ORD00608,OPP05003,170.89,Paid,20260702
ORD00609,OPP05007,353.36,Refunded,20260901
ORD00610,OPP05027,65.84,Paid,20260729
ORD00611,OPP05029,224.9,Refunded,20250713
ORD00612,OPP05037,2711.14,Paid,20260821
ORD00613,OPP05045,29.07,Paid,20260430
ORD00614,OPP05046,699.41,Refunded,20260525
ORD00615,OPP05050,287.81,Paid,20260821
ORD00616,OPP05069,271.88,Pending,20260502
ORD00617,OPP05078,1112.1,Paid,20251114
ORD00618,OPP05089,172.75,Paid,20260427
ORD00619,OPP05090,231.99,Paid,20251219
ORD00620,OPP05096,548.48,Paid,20260829
ORD00621,OPP05105,194.37,Paid,20260516
ORD00622,OPP05112,53.84,Paid,20250912
ORD00623,OPP05151,-470.18,Paid,20260207
ORD00624,OPP05163,126.09,Paid,20260819
ORD00625,OPP05164,957.62,Refunded,20260710
ORD00626,OPP05170,19.28,Paid,20260829
ORD00627,OPP05173,90.59,Paid,20260701
ORD00628,OPP05179,190.2,Paid,20260902
ORD00629,OPP05195,200.46,Paid,20260828
ORD00630,OPP05198,170.09,Paid,20260429
ORD00631,OPP05203,110.47,Paid,20260225
ORD00632,OPP05210,95.09,Paid,20260407
ORD00633,OPP05214,2311.13,Paid,20260823
ORD00634,OPP05226,158.74,Pending,20260318
ORD00635,OPP05232,56.58,Paid,20260305
ORD00636,OPP05238,140.82,Paid,20260820
ORD00637,OPP05241,50.69,Paid,20251221
ORD00638,OPP05242,90.83,Paid,20260117
ORD00639,OPP05249,191.5,Paid,20260615
ORD00640,OPP05254,3865.88,Paid,20260820
ORD00641,OPP05265,79.63,Paid,20260819
ORD00642,OPP05268,362.41,Paid,20260218
ORD00643,OPP05281,52.8,Refunded,20260828
ORD00644,OPP05297,752.31,Pending,20260901
ORD00645,OPP05300,4388.15,Refunded,20260710
ORD00646,OPP05322,2399.84,Paid,20260612
ORD00647,OPP05337,111.54,Pending,20260808
ORD00648,OPP05354,198.74,Pending,20260508
ORD00649,OPP05356,28.35,Pending,20260710
ORD00650,OPP05359,26.44,Paid,20260821
ORD00651,OPP05378,96.53,Paid,20260627
ORD00652,OPP05401,86.25,Paid,20251127
ORD00653,OPP05442,100.48,Paid,20260724
ORD00654,OPP05450,107.58,Paid,20260302
ORD00655,OPP05472,164.62,Refunded,20260201
ORD00656,OPP05485,1030.45,Paid,20260619
ORD00657,OPP05492,1356.52,Paid,20260828
ORD00658,OPP05502,30.6,Paid,20260827
ORD00659,OPP05507,57.76,Paid,20260617
ORD00660,OPP05510,57.9,Pending,20260818
ORD00661,OPP05511,454.72,Paid,20260606
ORD00662,OPP05512,1110.18,Paid,20260329
ORD00663,OPP05519,170.38,Paid,20251006
ORD00664,OPP05536,172.93,Paid,20260821
ORD00665,OPP05537,1837.26,Paid,20260223
ORD00666,OPP05539,455.27,Paid,20251024
ORD00667,OPP05550,894.47,Paid,20260105
ORD00668,OPP05551,147.66,Paid,20260807
ORD00669,OPP05553,1065.54,Paid,20260522
ORD00670,OPP05570,88.18,Paid,20260702
ORD00671,OPP05601,15.89,Paid,20251213
ORD00672,OPP05608,143.67,Paid,20260804
ORD00673,OPP05611,257.06,Paid,20260901
ORD00674,OPP05623,53.24,Paid,20250830
ORD00675,OPP05631,1473.99,Paid,20260302
ORD00676,OPP05633,2649.68,Paid,20260726
ORD00677,OPP05653,123.06,Paid,20260203
ORD00678,OPP05655,138.38,Paid,20260323
ORD00679,OPP05656,115.63,Paid,20260811
ORD00680,OPP05662,1006.58,Paid,20260419
ORD00681,OPP05686,73.65,Paid,20260818
ORD00682,OPP05689,993.42,Paid,20260512
ORD00683,OPP05691,56.32,Paid,20260813
ORD00684,OPP05711,190.76,Paid,20260712
ORD00685,OPP05712,71.8,Paid,20260305
ORD00686,OPP05718,193.51,Paid,20260518
ORD00687,OPP05720,77.95,Paid,20260414
ORD00688,OPP05730,25.99,Paid,20260827
ORD00689,OPP05740,31.09,Paid,20250830
ORD00690,OPP05760,44.11,Paid,20260802
ORD00691,OPP05765,265.24,Paid,20260709
ORD00692,OPP05770,145.8,Paid,20260722
ORD00693,OPP05775,570.08,Refunded,20260826
ORD00694,OPP05800,372.58,Paid,20260311
ORD00695,OPP05802,58.51,Paid,20260512
ORD00696,OPP05803,246.3,Paid,20260424
ORD00697,OPP05827,461.49,Paid,20260513
ORD00698,OPP05837,8.69,Paid,20260719
ORD00699,OPP05846,2.85,Paid,20260731
ORD00700,OPP05854,52.74,Paid,20260315
ORD00701,OPP05861,221.83,Paid,20260518
ORD00702,OPP05863,25.59,Paid,20260826
ORD00703,OPP05866,72.61,Paid,20260727
ORD00704,OPP05917,323.82,Refunded,20260526
ORD00705,OPP05918,21.89,Paid,20260806
ORD00706,OPP05921,134.92,Paid,20260722
ORD00707,OPP05935,424.79,Paid,20260506
ORD00708,OPP05937,193.48,Paid,20260527
ORD00709,OPP05941,725.88,Paid,20260601
ORD00710,OPP05945,58.6,Paid,20251117
ORD00711,OPP05950,283.14,Paid,20260809
ORD00712,OPP05966,644.23,Paid,20260420
ORD00713,OPP05973,170.86,Paid,20260501
ORD00714,OPP05974,1061.13,Paid,20251205
ORD00715,OPP05978,134.54,Paid,20260301
ORD00716,OPP05990,488.83,Pending,20260320
ORD00717,OPP05997,116.92,Paid,20260813
ORD00718,OPP06010,48.45,Paid,20260406
ORD00719,OPP06011,577.16,Paid,20260706
ORD00720,OPP06057,524.97,Paid,20251008
ORD00721,OPP06082,80.8,Refunded,20260817
ORD00722,OPP06089,34.79,Paid,20260303
ORD00723,OPP06094,258.52,Paid,20251124
ORD00724,OPP06106,921.45,Pending,20260111
ORD00725,OPP06127,26.07,Paid,20260813
ORD00726,OPP06136,452.93,Paid,20260714
ORD00727,OPP06151,2034.42,Paid,20260709
ORD00728,OPP06156,35.63,Paid,20260823
ORD00729,OPP06157,320.42,Paid,20260609
ORD00730,OPP06160,-1020.65,Paid,20260531
ORD00731,OPP06162,379.49,Paid,20260701
ORD00732,OPP06168,264.47,Pending,20260717
ORD00733,OPP06178,63.06,Paid,20260203
ORD00734,OPP06180,126.49,Paid,20260826
ORD00735,OPP06213,267.07,Pending,20251025
ORD00736,OPP06216,171.87,Pending,20260429
ORD00737,OPP06221,350.54,Paid,20260830
ORD00738,OPP06225,381.15,Paid,20251205
ORD00739,OPP06232,35.68,Paid,20260826
ORD00740,OPP06234,2193.73,Paid,20251220
ORD00741,OPP06259,96.84,Paid,20260119
ORD00742,OPP06267,46.39,Refunded,20260715
ORD00743,OPP06300,196.62,Paid,20260618
ORD00744,OPP06304,768.15,Paid,20260819
ORD00745,OPP06319,89.87,Paid,20260724
ORD00746,OPP06334,45.93,Paid,20260202
ORD00747,OPP06337,114.91,Paid,20260608
ORD00748,OPP06345,101.31,Paid,20260821
ORD00749,OPP06358,3300.12,Pending,20260610
ORD00750,OPP06360,74.92,Paid,20251127
ORD00751,OPP06366,1220.46,Paid,20260228
ORD00752,OPP06374,223.14,Refunded,20260718
ORD00753,OPP06388,137.76,Paid,20260618
ORD00754,OPP06404,1883.93,Paid,20260828
ORD00755,OPP06410,298.58,Paid,20260616
ORD00756,OPP06414,30.2,Paid,20260831
ORD00757,OPP06416,150.38,Paid,20260817
ORD00758,OPP06421,58.72,Paid,20260825
ORD00759,OPP06423,117.57,Paid,20260422
ORD00760,OPP06427,564.49,Paid,20260829
ORD00761,OPP06430,57.55,Paid,20260823
ORD00762,OPP06434,265.45,Refunded,20260501
ORD00763,OPP06453,112.94,Paid,20260413
ORD00764,OPP06481,4958.97,Paid,20260717
ORD00765,OPP06483,27.84,Paid,20260108
ORD00766,OPP06485,69.29,Refunded,20251224
ORD00767,OPP06513,24.74,Paid,20260224
ORD00768,OPP06520,392.7,Pending,20260825
ORD00769,OPP06533,186.24,Refunded,20260610
ORD00770,OPP06541,1105.13,Paid,20260822
ORD00771,OPP06546,2621.79,Paid,20260826
ORD00772,OPP06561,98.78,Paid,20251230
ORD00773,OPP06574,195.97,Paid,20260807
ORD00774,OPP06577,245.27,Paid,20260817
ORD00775,OPP06586,151.74,Pending,20260719
ORD00776,OPP06594,398.19,Paid,20260801
ORD00777,OPP06597,278.7,Paid,20260824
ORD00778,OPP06601,1023.3,Paid,20260821
ORD00779,OPP06603,1731.05,Paid,20260719
ORD00780,OPP06609,65.17,Paid,20260831
ORD00781,OPP06618,759.46,Paid,20260204
ORD00782,OPP06621,276.7,Paid,20250927
ORD00783,OPP06629,652.61,Paid,20260729
ORD00784,OPP06633,1128.41,Paid,20260830
ORD00785,OPP06635,61.38,Paid,20260626
ORD00786,OPP06643,884.47,Paid,20260622
ORD00787,OPP06663,31.8,Paid,20260825
ORD00788,OPP06667,1204.21,Pending,20260810
ORD00789,OPP06677,611.3,Paid,20260606
ORD00790,OPP06681,400.5,Paid,20260302
ORD00791,OPP06702,773.99,Paid,20260801
ORD00792,OPP06704,37.5,Paid,20260811
ORD00793,OPP06708,252.51,Paid,20260814
ORD00794,OPP06717,423.66,Paid,20260625
ORD00795,OPP06739,1229.45,Paid,20260804
ORD00796,OPP06744,994.51,Paid,20260219
ORD00797,OPP06748,45.81,Paid,20260331
ORD00798,OPP06758,23.28,Paid,20260829
ORD00799,OPP06764,521.42,Paid,20260529
ORD00800,OPP06767,66.31,Paid,20260901
ORD00801,OPP06776,487.28,Paid,20260620
ORD00802,OPP06782,96.32,Pending,20260415
ORD00803,OPP06783,671.37,Paid,20260501
ORD00804,OPP06794,-32.9,Pending,20260807
ORD00805,OPP06798,801.74,Paid,20260324
ORD00806,OPP06809,2139.85,Paid,20260601
ORD00807,OPP06814,455.22,Paid,20260824
ORD00808,OPP06817,100.28,Paid,20260608
ORD00809,OPP06825,91.72,Paid,20260812
ORD00810,OPP06836,108.41,Pending,20260430
ORD00811,OPP06840,153.71,Paid,20260224
ORD00812,OPP06846,103.64,Refunded,20260902
ORD00813,OPP06853,15.11,Paid,20260104
ORD00814,OPP06860,104.92,Paid,20260830
ORD00815,OPP06863,447.75,Refunded,20260125
ORD00816,OPP06866,25.57,Paid,20260829
ORD00817,OPP06871,246.97,Refunded,20260330
ORD00818,OPP06879,33.15,Paid,20260107
ORD00819,OPP06887,-1474.65,Paid,20260517
ORD00820,OPP06888,60.29,Paid,20260206
ORD00821,OPP06893,531.11,Refunded,20260606
ORD00822,OPP06901,249.73,Paid,20251218
ORD00823,OPP06914,339.25,Paid,20260315
ORD00824,OPP06948,72.7,Paid,20260621
ORD00825,OPP06971,45.73,Paid,20260718
ORD00826,OPP06976,2534.51,Paid,20260208
ORD00827,OPP06991,278.93,Paid,20260705
ORD00828,OPP07022,8.81,Paid,20260503
ORD00829,OPP07024,876.35,Paid,20251211
ORD00830,OPP07054,150.2,Paid,20260828
ORD00831,OPP07084,55.94,Paid,20260424
ORD00832,OPP07104,16.14,Paid,20260630
ORD00833,OPP07106,947.56,Paid,20260815
ORD00834,OPP07109,247.91,Paid,20260108
ORD00835,OPP07114,100.4,Paid,20250926
ORD00836,OPP07120,448.6,Paid,20260323
ORD00837,OPP07124,82.32,Paid,20260823
ORD00838,OPP07131,188.34,Paid,20260717
ORD00839,OPP07141,2707.14,Paid,20260805
ORD00840,OPP07143,1944.51,Paid,20260513
ORD00841,OPP07146,2732.1,Pending,20260723
ORD00842,OPP07147,160.64,Refunded,20251220
ORD00843,OPP07154,464.51,Paid,20260805
ORD00844,OPP07160,48.76,Paid,20260623
ORD00845,OPP07169,186.53,Paid,20260121
ORD00846,OPP07170,47.65,Paid,20260721
ORD00847,OPP07172,129.37,Pending,20260815
ORD00848,OPP07177,10.45,Pending,20260714
ORD00849,OPP07187,88.1,Paid,20260525
ORD00850,OPP07189,485.43,Pending,20260718
ORD00851,OPP07192,25.92,Paid,20260113
ORD00852,OPP07197,342.8,Refunded,20260802
ORD00853,OPP07206,60.72,Paid,20260121
ORD00854,OPP07208,58.28,Paid,20260602
ORD00855,OPP07217,9.43,Paid,20260713
ORD00856,OPP07219,1214.44,Paid,20251116
ORD00857,OPP07223,104.59,Paid,20260423
ORD00858,OPP07225,1222.64,Paid,20251011
ORD00859,OPP07241,5150.91,Paid,20251023
ORD00860,OPP07245,33.93,Paid,20260516
ORD00861,OPP07247,74.12,Paid,20260520
ORD00862,OPP07248,166.2,Pending,20250918
ORD00863,OPP07256,56.76,Paid,20260825
ORD00864,OPP07266,4729.75,Paid,20260204
ORD00865,OPP07269,3754.38,Paid,20260810
ORD00866,OPP07281,18.08,Paid,20260706
ORD00867,OPP07291,24.67,Paid,20260829
ORD00868,OPP07295,1197.54,Paid,20260717
ORD00869,OPP07307,53.32,Paid,20260829
ORD00870,OPP07308,2639.42,Paid,20260607
ORD00871,OPP07328,149.05,Paid,20260622
ORD00872,OPP07334,831.78,Paid,20260512
ORD00873,OPP07337,1038.09,Paid,20260422
ORD00874,OPP07341,74.73,Paid,20260503
ORD00875,OPP07345,36.94,Paid,20260411
ORD00876,OPP07349,231.96,Paid,20251127
ORD00877,OPP07372,3636.72,Paid,20260121
ORD00878,OPP07392,362.11,Pending,20260726
ORD00879,OPP07394,390.27,Paid,20260515
ORD00880,OPP07406,779.47,Paid,20260730
ORD00881,OPP07412,162.56,Paid,20260804
ORD00882,OPP07437,102.68,Paid,20260826
ORD00883,OPP07462,235.04,Paid,20260123
ORD00884,OPP07472,265.97,Pending,20260618
ORD00885,OPP07473,70.84,Paid,20260719
ORD00886,OPP07485,40.68,Paid,20260720
ORD00887,OPP07492,178.8,Paid,20260325
ORD00888,OPP07495,1073.69,Paid,20260517
ORD00889,OPP07514,205.68,Refunded,20251210
ORD00890,OPP07531,142.16,Paid,20260821
ORD00891,OPP07539,240.31,Paid,20260121
ORD00892,OPP07548,63.67,Paid,20260331
ORD00893,OPP07552,56.45,Paid,20260411
ORD00894,OPP07558,99.19,Paid,20260826
ORD00895,OPP07571,174.78,Paid,20260211
ORD00896,OPP07572,324.17,Paid,20260318
ORD00897,OPP07575,916.19,Paid,20260527
ORD00898,OPP07586,325.44,Paid,20260604
ORD00899,OPP07588,902.79,Refunded,20251214
ORD00900,OPP07593,40.38,Paid,20260826
ORD00901,OPP07599,128.2,Paid,20260730
ORD00902,OPP07640,0.0,Paid,20250918
ORD00903,OPP07656,1372.41,Paid,20260802
ORD00904,OPP07701,207.05,Paid,20260719
ORD00905,OPP07728,70.28,Paid,20260827
ORD00906,OPP07730,33.79,Paid,20260824
ORD00907,OPP07743,32.86,Paid,20260805
ORD00908,OPP07762,310.23,Paid,20260123
ORD00909,OPP07786,4790.79,Paid,20260714
ORD00910,OPP07794,1626.39,Paid,20260408
ORD00911,OPP07798,122.91,Refunded,20260106
ORD00912,OPP07814,33.89,Pending,20260622
ORD00913,OPP07836,227.49,Pending,20251023
ORD00914,OPP07840,555.22,Paid,20260901
ORD00915,OPP07855,468.18,Paid,20260902
ORD00916,OPP07858,125.11,Paid,20260702
ORD00917,OPP07866,359.53,Paid,20260817
ORD00918,OPP07880,454.55,Paid,20260624
ORD00919,OPP07888,156.69,Paid,20260820
ORD00920,OPP07904,112.85,Paid,20260518
ORD00921,OPP07913,1064.92,Paid,20260302
ORD00922,OPP07915,461.68,Paid,20260327
ORD00923,OPP07936,343.77,Refunded,20260701
ORD00924,OPP07937,121.91,Refunded,20260830
ORD00925,OPP07944,105.41,Paid,20260722
ORD00926,OPP07967,86.15,Paid,20251020
ORD00927,OPP07972,408.59,Paid,20260531
ORD00928,OPP07975,87.84,Paid,20250928
ORD00929,OPP07997,146.49,Paid,20260306
