opp_id,rep_id,product_id,region_id,channel_id,stage,deal_value,deal_value_flag,created_date_id,close_date_id
OPP02057,REP031,PRD01,3,1,Lead,70.34,OK,20260825,
OPP02058,REP021,PRD09,2,3,Lead,462.59,OK,20251126,
OPP02059,REP026,PRD11,3,5,Lead,1592.9,OK,20260414,
OPP02060,REP040,PRD04,2,2,Proposal,37.56,OK,20260314,
OPP02061,REP008,PRD15,3,2,Qualified,707.26,OK,20251204,
OPP02062,REP038,PRD02,5,2,Closed Won,158.99,OK,20260624,20260705
OPP02063,REP028,PRD06,2,3,Qualified,164.91,OK,20260123,
OPP02064,REP001,PRD14,4,2,Proposal,97.19,OK,20260719,
OPP02065,REP033,PRD15,4,2,Qualified,3206.36,OK,20260817,
OPP02066,REP029,PRD13,4,2,Closed Won,153.49,OK,20260304,20260627
OPP02067,REP016,PRD13,2,2,Qualified,379.92,OK,20260501,
OPP02068,REP019,PRD06,1,2,Qualified,147.94,OK,20260504,
OPP02069,REP011,PRD09,4,2,Lead,175.94,OK,20250930,
OPP02070,REP019,PRD05,1,1,Lead,622.09,OK,20260331,
OPP02071,REP030,PRD15,4,3,Lead,436.17,OK,20260403,
OPP02072,REP004,PRD13,5,4,Lead,222.41,OK,20260624,
OPP02073,REP006,PRD14,2,4,Closed Won,46.12,OK,20251115,20260803
OPP02074,REP031,PRD15,3,2,Lead,211.96,OK,20260220,
OPP02075,REP029,PRD15,4,1,Qualified,1529.59,OK,20250907,
OPP02076,REP028,PRD12,2,4,Closed Lost,314.07,OK,20251016,20260214
OPP02077,REP030,PRD06,4,5,Lead,414.31,OK,20251003,
OPP02078,REP027,PRD14,3,1,Lead,73.07,OK,20260105,
OPP02079,REP021,PRD08,2,4,Qualified,4249.56,OK,20260226,
OPP02080,REP004,PRD06,5,1,Closed Won,135.41,OK,20251002,20251212
OPP02081,REP013,PRD01,5,5,Lead,77.95,OK,20260419,
OPP02082,REP020,PRD11,4,1,Qualified,630.26,OK,20251021,
OPP02083,REP013,PRD13,5,4,Closed Lost,50.87,OK,20260804,20260822
OPP02084,REP032,PRD15,4,2,Qualified,1212.46,OK,20260524,
OPP02085,REP017,PRD08,4,2,Proposal,1953.43,OK,20251019,
OPP02086,REP033,PRD12,4,1,Qualified,169.6,OK,20260428,
OPP02087,REP040,PRD06,2,1,Lead,563.65,OK,20260528,
OPP02088,REP029,PRD06,4,1,Lead,85.47,OK,20251125,
OPP02089,REP016,PRD03,2,4,Qualified,21.08,OK,20260717,
OPP02090,REP009,PRD10,3,3,Closed Won,24.78,OK,20260825,20260902
OPP02091,REP037,PRD10,3,2,Lead,107.27,OK,20251115,
OPP02092,REP035,PRD12,3,2,Lead,335.47,OK,20251110,
OPP02093,REP007,PRD02,3,4,Lead,105.56,OK,20260719,
OPP02094,REP001,PRD03,4,5,Closed Lost,770.06,OK,20260213,20260408
OPP02095,REP003,PRD15,3,4,Closed Lost,1822.73,OK,20251126,20260328
OPP02096,REP005,PRD11,5,1,Qualified,978.65,OK,20260619,
OPP02097,REP001,PRD02,4,4,Lead,28.38,OK,20250814,
OPP02098,REP031,PRD14,3,1,Closed Lost,40.86,OK,20260408,20260409
OPP02099,REP005,PRD08,5,1,Proposal,4589.45,OK,20260715,
OPP02100,REP029,PRD15,4,4,Closed Lost,2501.01,OK,20251018,20260101
OPP02101,REP016,PRD14,2,3,Closed Won,53.52,OK,20260428,20260815
OPP02102,REP038,PRD07,5,1,Proposal,118.46,OK,20260731,
OPP02103,REP010,PRD14,5,1,Lead,105.89,OK,20260723,
OPP02104,REP001,PRD03,4,3,Closed Lost,253.04,OK,20260517,20260820
OPP02105,REP009,PRD05,3,5,Closed Won,407.5,OK,20260522,20260816
OPP02106,REP026,PRD07,3,4,Qualified,99.05,OK,20260718,
OPP02107,REP015,PRD03,4,1,Lead,636.79,OK,20251110,
OPP02108,REP040,PRD02,2,1,Qualified,138.74,OK,20250906,
OPP02109,REP021,PRD08,2,4,Closed Won,1927.71,OK,20250727,20260114
OPP02110,REP009,PRD09,3,5,Lead,187.04,OK,20260215,
OPP02111,REP004,PRD14,5,1,Closed Won,96.62,OK,20250729,20260227
OPP02112,REP039,PRD14,1,2,Proposal,100.18,OK,20251225,
OPP02113,REP013,PRD08,5,2,Lead,5426.94,OK,20260825,
OPP02114,REP010,PRD05,5,4,Qualified,873.97,OK,20260213,
OPP02115,REP009,PRD07,3,3,Proposal,234.31,OK,20251111,
OPP02116,REP011,PRD15,4,1,Qualified,2858.93,OK,20260624,
OPP02117,REP007,PRD03,3,4,Lead,131.23,OK,20260723,
OPP02118,REP016,PRD12,2,4,Closed Lost,189.75,OK,20260804,20260809
OPP02119,REP010,PRD06,5,5,Closed Lost,312.26,OK,20250930,20260112
OPP02120,REP030,PRD14,4,1,Proposal,60.58,OK,20260829,
OPP02121,REP033,PRD09,4,3,Qualified,288.03,OK,20260414,
OPP02122,REP037,PRD01,3,3,Closed Won,4.05,OK,20260829,20260902
OPP02123,REP032,PRD07,4,4,Lead,231.48,OK,20250805,
OPP02124,REP040,PRD05,2,4,Proposal,2377.77,OK,20260611,
OPP02125,REP006,PRD01,2,1,Closed Won,66.71,OK,20260901,20260901
OPP02126,REP023,PRD12,4,1,Closed Lost,331.68,OK,20260530,20260608
OPP02127,REP037,PRD08,3,2,Lead,1276.49,OK,20260112,
OPP02128,REP004,PRD01,5,3,Closed Lost,37.7,OK,20260220,20260304
OPP02129,REP007,PRD14,3,1,Proposal,148.58,OK,20260618,
OPP02130,REP014,PRD02,2,1,Proposal,245.01,OK,20260124,
OPP02131,REP037,PRD06,3,2,Proposal,414.3,OK,20260331,
OPP02132,REP037,PRD10,3,1,Proposal,19.51,OK,20250909,
OPP02133,REP018,PRD06,5,1,Lead,586.43,OK,20260610,
OPP02134,REP025,PRD01,1,1,Closed Lost,66.34,OK,20251003,20260731
OPP02135,REP032,PRD15,4,1,Closed Won,1101.78,OK,20260104,20260326
OPP02136,REP003,PRD07,3,4,Closed Won,298.76,OK,20260402,20260818
OPP02137,REP018,PRD13,5,2,Qualified,123.2,OK,20260601,
OPP02138,REP016,PRD06,2,2,Closed Won,343.27,OK,20251109,20260706
OPP02139,REP027,PRD11,3,3,Lead,1284.92,OK,20251020,
OPP02140,REP003,PRD11,3,2,Closed Won,30.12,OK,20251211,20260301
OPP02141,REP015,PRD13,4,1,Qualified,317.81,OK,20250819,
OPP02142,REP032,PRD15,4,3,Lead,1704.26,OK,20260402,
OPP02143,REP010,PRD12,5,1,Lead,376.21,OK,20260821,
OPP02144,REP014,PRD03,2,1,Lead,793.96,OK,20260207,
OPP02145,REP027,PRD13,3,4,Closed Won,92.37,OK,20260826,20260828
OPP02146,REP034,PRD13,1,4,Closed Lost,163.16,OK,20260312,20260726
OPP02147,REP026,PRD02,3,4,Lead,342.86,OK,20260216,
OPP02148,REP027,PRD10,3,5,Closed Won,25.9,OK,20260213,20260527
OPP02149,REP029,PRD07,4,3,Lead,131.51,OK,20260807,
OPP02150,REP024,PRD07,1,3,Closed Won,165.69,OK,20250915,20251106
OPP02151,REP029,PRD13,4,1,Lead,154.01,OK,20260519,
OPP02152,REP034,PRD05,1,4,Proposal,398.56,OK,20250819,
OPP02153,REP030,PRD11,4,1,Qualified,920.87,OK,20260204,
OPP02154,REP014,PRD08,2,1,Proposal,2003.55,OK,20251010,
OPP02155,REP013,PRD04,5,5,Closed Won,24.76,OK,20251015,20260119
OPP02156,REP012,PRD11,3,1,Proposal,1203.48,OK,20251025,
OPP02157,REP034,PRD09,1,1,Qualified,731.64,OK,20260311,
OPP02158,REP017,PRD08,4,2,Lead,2152.82,OK,20260112,
OPP02159,REP030,PRD10,4,2,Qualified,67.95,OK,20260505,
OPP02160,REP037,PRD11,3,2,Lead,1826.62,OK,20260719,
OPP02161,REP018,PRD15,5,1,Proposal,353.4,OK,20251022,
OPP02162,REP013,PRD06,5,2,Proposal,387.0,OK,20260128,
OPP02163,REP004,PRD04,5,4,Lead,19.3,OK,20260521,
OPP02164,REP009,PRD04,3,4,Lead,10.67,OK,20260421,
OPP02165,REP010,PRD08,5,4,Proposal,2464.35,OK,20260620,
OPP02166,REP039,PRD15,1,2,Lead,1935.73,OK,20250831,
OPP02167,REP026,PRD15,3,2,Qualified,565.34,OK,20250914,
OPP02168,REP023,PRD04,4,2,Lead,82.19,OK,20260512,
OPP02169,REP016,PRD13,2,4,Lead,139.18,OK,20260808,
OPP02170,REP034,PRD09,1,5,Qualified,365.56,OK,20260205,
OPP02171,REP024,PRD14,1,1,Qualified,21.95,OK,20260416,
OPP02172,REP012,PRD10,3,1,Proposal,62.69,OK,20260622,
OPP02173,REP012,PRD12,3,1,Closed Lost,378.26,OK,20260718,20260802
OPP02174,REP036,PRD14,5,1,Qualified,90.33,OK,20250705,
OPP02175,REP026,PRD12,3,5,Closed Lost,95.97,OK,20250914,20260624
OPP02176,REP024,PRD08,1,1,Proposal,2447.68,OK,20260625,
OPP02177,REP002,PRD08,5,1,Lead,820.09,OK,20260408,
OPP02178,REP021,PRD06,2,2,Closed Lost,238.22,OK,20250822,20260627
OPP02179,REP009,PRD12,3,5,Closed Won,489.5,OK,20260823,20260827
OPP02180,REP009,PRD15,3,2,Lead,2851.63,OK,20251220,
OPP02181,REP002,PRD06,5,2,Lead,314.53,OK,20260602,
OPP02182,REP003,PRD10,3,1,Lead,25.19,OK,20251215,
OPP02183,REP027,PRD02,3,2,Closed Lost,111.8,REVIEW,20260723,20260805
OPP02184,REP031,PRD14,3,2,Closed Won,151.67,OK,20260311,20260818
OPP02185,REP010,PRD02,5,4,Qualified,24.25,OK,20260209,
OPP02186,REP031,PRD01,3,3,Lead,62.28,OK,20260323,
OPP02187,REP025,PRD11,1,2,Lead,1216.27,OK,20251013,
OPP02188,REP040,PRD05,2,2,Closed Won,197.64,OK,20260715,20260817
OPP02189,REP037,PRD13,3,2,Qualified,172.26,OK,20250810,
OPP02190,REP005,PRD14,5,4,Closed Won,9.13,OK,20250808,20251024
OPP02191,REP002,PRD15,5,1,Qualified,1171.56,OK,20260625,
OPP02192,REP040,PRD14,2,2,Qualified,53.52,OK,20250716,
OPP02193,REP029,PRD15,4,4,Proposal,622.91,OK,20251008,
OPP02194,REP037,PRD13,3,4,Proposal,217.49,OK,20251103,
OPP02195,REP024,PRD08,1,3,Lead,3957.22,OK,20260611,
OPP02196,REP008,PRD02,3,1,Lead,210.16,OK,20260623,
OPP02197,REP035,PRD11,3,4,Qualified,787.77,OK,20250704,
OPP02198,REP012,PRD03,3,3,Qualified,505.49,OK,20260601,
OPP02199,REP028,PRD15,2,1,Qualified,703.91,OK,20251208,
OPP02200,REP029,PRD14,4,3,Lead,36.7,OK,20251014,
OPP02201,REP001,PRD11,4,1,Lead,3534.82,OK,20260223,
OPP02202,REP002,PRD02,5,5,Lead,369.4,OK,20251104,
OPP02203,REP016,PRD14,2,2,Qualified,60.82,OK,20260201,
OPP02204,REP032,PRD09,4,2,Qualified,131.92,OK,20250914,
OPP02205,REP033,PRD12,4,2,Closed Lost,149.77,OK,20260409,20260527
OPP02206,REP014,PRD06,2,2,Qualified,174.43,OK,20250906,
OPP02207,REP036,PRD04,5,2,Lead,39.57,OK,20260418,
OPP02208,REP013,PRD07,5,3,Lead,91.41,OK,20251109,
OPP02209,REP023,PRD09,4,4,Qualified,384.64,OK,20250813,
OPP02210,REP030,PRD10,4,4,Lead,38.8,OK,20260507,
OPP02211,REP038,PRD03,5,4,Lead,535.33,OK,20260226,
OPP02212,REP007,PRD13,3,2,Lead,424.23,OK,20260101,
OPP02213,REP007,PRD04,3,2,Proposal,5.49,OK,20260602,
OPP02214,REP037,PRD14,3,5,Qualified,165.26,OK,20250912,
OPP02215,REP013,PRD04,5,4,Proposal,30.93,OK,20250915,
OPP02216,REP032,PRD06,4,3,Qualified,274.03,OK,20250704,
OPP02217,REP038,PRD02,5,4,Qualified,88.21,OK,20251216,
OPP02218,REP039,PRD07,1,4,Lead,63.11,OK,20260709,
OPP02219,REP030,PRD11,4,3,Lead,2259.71,OK,20250902,
OPP02220,REP024,PRD09,1,4,Lead,383.06,OK,20251015,
OPP02221,REP030,PRD10,4,4,Qualified,26.79,OK,20251226,
OPP02222,REP017,PRD01,4,1,Closed Lost,130.91,OK,20260811,20260827
OPP02223,REP021,PRD03,2,2,Qualified,258.38,OK,20260614,
OPP02224,REP027,PRD02,3,3,Lead,189.52,OK,20250711,
OPP02225,REP016,PRD04,2,1,Qualified,107.82,OK,20250710,
OPP02226,REP008,PRD02,3,1,Qualified,33.26,OK,20260327,
OPP02227,REP032,PRD15,4,1,Lead,2104.47,OK,20251005,
OPP02228,REP035,PRD11,3,1,Closed Lost,2366.43,OK,20260528,20260622
OPP02229,REP039,PRD11,1,4,Proposal,641.52,OK,20260710,
OPP02230,REP024,PRD05,1,1,Qualified,660.25,OK,20250828,
OPP02231,REP004,PRD07,5,1,Lead,70.81,OK,20251228,
OPP02232,REP009,PRD02,3,2,Lead,139.45,OK,20260427,
OPP02233,REP031,PRD02,3,1,Closed Lost,120.26,OK,20250911,20260621
OPP02234,REP012,PRD05,3,3,Proposal,268.52,OK,20250921,
OPP02235,REP012,PRD13,3,1,Proposal,105.3,OK,20250922,
OPP02236,REP037,PRD06,3,1,Qualified,104.93,OK,20260304,
OPP02237,REP005,PRD05,5,2,Lead,274.9,OK,20260415,
OPP02238,REP035,PRD07,3,1,Closed Won,99.17,OK,20260221,20260319
OPP02239,REP005,PRD01,5,4,Proposal,56.38,OK,20260427,
OPP02240,REP033,PRD12,4,5,Qualified,174.69,OK,20251015,
OPP02241,REP039,PRD06,1,5,Lead,296.32,OK,20251022,
OPP02242,REP009,PRD14,3,1,Lead,106.16,OK,20250826,
OPP02243,REP014,PRD14,2,1,Qualified,109.79,OK,20260820,
OPP02244,REP035,PRD13,3,4,Lead,57.39,OK,20250710,
OPP02245,REP023,PRD15,4,2,Proposal,265.64,OK,20251108,
OPP02246,REP011,PRD10,4,4,Qualified,68.2,OK,20260610,
OPP02247,REP025,PRD03,1,1,Lead,268.78,OK,20260402,
OPP02248,REP040,PRD08,2,2,Closed Lost,3202.33,OK,20251216,20260816
OPP02249,REP026,PRD06,3,3,Qualified,322.1,OK,20251029,
OPP02250,REP026,PRD05,3,1,Proposal,285.86,OK,20260519,
OPP02251,REP036,PRD04,5,1,Qualified,32.12,OK,20260612,
OPP02252,REP026,PRD05,3,2,Proposal,241.33,OK,20251219,
OPP02253,REP006,PRD13,2,1,Closed Lost,222.62,OK,20250909,20260823
OPP02254,REP034,PRD09,1,1,Closed Won,147.57,OK,20250920,20251113
OPP02255,REP009,PRD09,3,1,Lead,256.29,OK,20251007,
OPP02256,REP008,PRD07,3,1,Lead,100.62,OK,20260428,
OPP02257,REP010,PRD07,5,3,Qualified,104.35,OK,20260403,
OPP02258,REP019,PRD04,1,4,Lead,111.58,OK,20260602,
OPP02259,REP018,PRD08,5,1,Qualified,546.49,OK,20260305,
OPP02260,REP009,PRD04,3,1,Lead,75.39,OK,20251020,
OPP02261,REP036,PRD05,5,4,Closed Won,602.96,OK,20260112,20260429
OPP02262,REP004,PRD09,5,3,Lead,390.89,OK,20250907,
OPP02263,REP030,PRD10,4,2,Lead,52.98,OK,20260112,
OPP02264,REP019,PRD12,1,1,Lead,599.2,OK,20260210,
OPP02265,REP018,PRD10,5,2,Proposal,78.63,OK,20250724,
OPP02266,REP012,PRD13,3,4,Closed Won,327.27,OK,20260223,20260403
OPP02267,REP007,PRD10,3,1,Qualified,44.08,OK,20260810,
OPP02268,REP033,PRD09,4,3,Lead,370.18,OK,20260803,
OPP02269,REP005,PRD01,5,3,Qualified,67.73,OK,20251127,
OPP02270,REP020,PRD01,4,2,Proposal,63.47,OK,20260504,
OPP02271,REP009,PRD07,3,1,Proposal,246.63,OK,20260218,
OPP02272,REP019,PRD09,1,2,Closed Won,216.36,OK,20250815,20260615
OPP02273,REP015,PRD14,4,1,Lead,304.62,OK,20260105,
OPP02274,REP015,PRD03,4,1,Proposal,437.26,OK,20260723,
OPP02275,REP033,PRD11,4,5,Closed Won,1572.63,OK,20260429,20260520
OPP02276,REP020,PRD08,4,1,Lead,2916.99,OK,20260107,
OPP02277,REP030,PRD14,4,5,Proposal,51.15,OK,20260727,
OPP02278,REP011,PRD09,4,2,Qualified,112.76,OK,20250828,
OPP02279,REP027,PRD01,3,1,Proposal,18.53,OK,20260818,
OPP02280,REP040,PRD10,2,2,Closed Lost,16.4,OK,20250713,20260419
OPP02281,REP021,PRD14,2,2,Lead,21.13,OK,20260306,
OPP02282,REP014,PRD09,2,4,Qualified,318.68,OK,20251014,
OPP02283,REP003,PRD04,3,4,Proposal,85.09,OK,20260430,
OPP02284,REP006,PRD07,2,2,Closed Lost,46.37,OK,20260526,20260804
OPP02285,REP035,PRD06,3,1,Qualified,146.66,OK,20260901,
OPP02286,REP023,PRD08,4,3,Proposal,1127.03,OK,20251115,
OPP02287,REP040,PRD11,2,1,Lead,637.69,OK,20260704,
OPP02288,REP039,PRD04,1,5,Qualified,43.86,OK,20250829,
OPP02289,REP036,PRD05,5,4,Proposal,993.29,OK,20250716,
OPP02290,REP026,PRD14,3,5,Lead,205.98,OK,20250825,
OPP02291,REP035,PRD11,3,2,Proposal,1867.48,OK,20250714,
OPP02292,REP037,PRD10,3,1,Lead,23.2,OK,20260123,
OPP02293,REP010,PRD11,5,2,Proposal,2581.85,OK,20251218,
OPP02294,REP020,PRD15,4,1,Closed Lost,2609.31,OK,20250803,20250918
OPP02295,REP032,PRD12,4,1,Lead,264.35,OK,20260509,
OPP02296,REP021,PRD04,2,1,Lead,91.26,OK,20260801,
OPP02297,REP002,PRD14,5,2,Lead,66.95,OK,20260211,
OPP02298,REP009,PRD05,3,2,Lead,1171.61,OK,20260728,
OPP02299,REP030,PRD14,4,2,Closed Lost,36.96,OK,20260522,20260812
OPP02300,REP007,PRD07,3,1,Proposal,148.21,OK,20260512,
OPP02301,REP018,PRD05,5,2,Lead,1092.01,OK,20250906,
OPP02302,REP014,PRD02,2,4,Closed Lost,33.74,OK,20260824,20260830
OPP02303,REP034,PRD01,1,1,Proposal,11.5,OK,20251030,
OPP02304,REP017,PRD08,4,3,Qualified,1361.22,OK,20260204,
OPP02305,REP030,PRD15,4,3,Lead,1554.84,OK,20250906,
OPP02306,REP006,PRD11,2,1,Lead,2316.95,OK,20260301,
OPP02307,REP011,PRD13,4,1,Proposal,39.67,OK,20250903,
OPP02308,REP027,PRD05,3,1,Lead,260.41,OK,20260805,
OPP02309,REP029,PRD12,4,2,Closed Won,253.3,OK,20251208,20260206
OPP02310,REP018,PRD07,5,2,Proposal,86.21,OK,20260824,
OPP02311,REP021,PRD07,2,2,Qualified,42.18,OK,20260314,
OPP02312,REP012,PRD14,3,1,Lead,207.8,OK,20260503,
OPP02313,REP038,PRD15,5,4,Proposal,4143.91,OK,20250824,
OPP02314,REP034,PRD03,1,1,Lead,234.3,OK,20260301,
OPP02315,REP031,PRD08,3,3,Lead,1624.37,OK,20260608,
OPP02316,REP029,PRD02,4,2,Lead,275.45,OK,20260105,
OPP02317,REP011,PRD07,4,4,Lead,78.91,OK,20250817,
OPP02318,REP025,PRD07,1,2,Qualified,97.24,OK,20260109,
OPP02319,REP040,PRD09,2,4,Proposal,542.34,OK,20250908,
OPP02320,REP015,PRD05,4,2,Lead,1566.43,OK,20260606,
OPP02321,REP037,PRD13,3,1,Closed Won,156.29,OK,20251002,20260327
OPP02322,REP004,PRD15,5,1,Qualified,640.95,OK,20250815,
OPP02323,REP040,PRD15,2,2,Closed Lost,838.85,OK,20260301,20260708
OPP02324,REP018,PRD07,5,2,Qualified,173.04,OK,20251117,
OPP02325,REP013,PRD11,5,3,Qualified,2392.2,OK,20251004,
OPP02326,REP024,PRD10,1,5,Closed Won,26.75,OK,20250713,20251027
OPP02327,REP036,PRD10,5,4,Qualified,59.64,OK,20250712,
OPP02328,REP024,PRD09,1,1,Qualified,970.0,OK,20251108,
OPP02329,REP017,PRD09,4,1,Closed Lost,110.11,OK,20260724,20260809
OPP02330,REP010,PRD04,5,2,Lead,74.11,OK,20260814,
OPP02331,REP005,PRD01,5,1,Qualified,15.51,OK,20260809,
OPP02332,REP018,PRD14,5,4,Qualified,56.73,OK,20260121,
OPP02333,REP021,PRD15,2,3,Lead,1276.54,OK,20251110,
OPP02334,REP010,PRD07,5,3,Lead,134.0,OK,20260418,
OPP02335,REP002,PRD15,5,5,Lead,5928.38,OK,20251010,
OPP02336,REP004,PRD15,5,1,Lead,249.38,OK,20260128,
OPP02337,REP025,PRD04,1,4,Closed Won,90.67,OK,20251003,20260729
OPP02338,REP010,PRD02,5,4,Qualified,0.0,REVIEW,20250726,
OPP02339,REP029,PRD05,4,1,Qualified,1415.84,OK,20260321,
OPP02340,REP017,PRD11,4,4,Qualified,2287.5,OK,20260602,
OPP02341,REP013,PRD02,5,2,Qualified,158.16,OK,20260131,
OPP02342,REP006,PRD13,2,1,Proposal,209.8,OK,20260814,
OPP02343,REP023,PRD13,4,2,Closed Won,198.98,OK,20250822,20251202
OPP02344,REP026,PRD02,3,2,Qualified,136.54,OK,20250901,
OPP02345,REP025,PRD03,1,1,Closed Lost,131.06,OK,20260724,20260815
OPP02346,REP037,PRD15,3,3,Lead,1295.55,OK,20260804,
OPP02347,REP031,PRD06,3,2,Proposal,311.87,OK,20260409,
OPP02348,REP009,PRD07,3,2,Closed Won,33.44,OK,20250816,20260226
OPP02349,REP034,PRD08,1,2,Closed Lost,2573.07,OK,20251110,20260401
OPP02350,REP036,PRD07,5,3,Lead,13.69,OK,20251103,
OPP02351,REP023,PRD10,4,2,Qualified,39.73,OK,20260118,
OPP02352,REP002,PRD06,5,2,Proposal,255.18,OK,20250921,
OPP02353,REP010,PRD11,5,1,Lead,435.29,OK,20251001,
OPP02354,REP040,PRD15,2,2,Qualified,3629.42,OK,20251228,
OPP02355,REP002,PRD06,5,5,Closed Won,34.84,OK,20260803,20260803
OPP02356,REP026,PRD14,3,3,Proposal,155.33,OK,20250807,
OPP02357,REP001,PRD14,4,1,Closed Won,50.03,OK,20250713,20260118
OPP02358,REP026,PRD12,3,3,Closed Lost,908.4,OK,20250808,20260809
OPP02359,REP011,PRD05,4,4,Lead,685.23,OK,20260412,
OPP02360,REP033,PRD09,4,4,Lead,345.45,OK,20260427,
OPP02361,REP009,PRD02,3,1,Lead,113.44,OK,20251028,
OPP02362,REP016,PRD06,2,4,Qualified,309.51,OK,20251120,
OPP02363,REP040,PRD03,2,3,Closed Lost,294.02,OK,20250731,20260621
OPP02364,REP031,PRD08,3,2,Lead,1503.54,OK,20251225,
OPP02365,REP027,PRD08,3,3,Closed Won,1697.5,OK,20260310,20260427
OPP02366,REP004,PRD05,5,3,Lead,1256.39,OK,20260523,
OPP02367,REP015,PRD07,4,1,Lead,69.33,OK,20260309,
OPP02368,REP034,PRD11,1,4,Closed Lost,1347.72,OK,20260130,20260301
OPP02369,REP034,PRD10,1,3,Closed Lost,114.74,OK,20260419,20260512
OPP02370,REP013,PRD03,5,1,Qualified,404.6,OK,20260728,
OPP02371,REP033,PRD04,4,2,Closed Won,34.38,OK,20250813,20251021
OPP02372,REP036,PRD15,5,2,Proposal,2229.61,OK,20251224,
OPP02373,REP035,PRD04,3,2,Lead,86.38,OK,20260808,
OPP02374,REP026,PRD04,3,1,Closed Lost,61.84,OK,20250808,20260615
OPP02375,REP035,PRD06,3,2,Lead,35.54,OK,20250826,
OPP02376,REP025,PRD12,1,5,Qualified,484.55,OK,20260630,
OPP02377,REP029,PRD07,4,3,Lead,49.63,OK,20260208,
OPP02378,REP028,PRD04,2,1,Proposal,103.36,OK,20260302,
OPP02379,REP006,PRD05,2,5,Closed Lost,781.74,OK,20260315,20260331
OPP02380,REP002,PRD14,5,1,Closed Won,84.28,OK,20260623,20260623
OPP02381,REP004,PRD14,5,3,Lead,94.93,OK,20260416,
OPP02382,REP024,PRD01,1,2,Closed Won,53.9,OK,20251206,20260329
OPP02383,REP013,PRD08,5,2,Proposal,3943.38,OK,20260225,
OPP02384,REP008,PRD10,3,4,Lead,109.74,OK,20260108,
OPP02385,REP008,PRD02,3,4,Lead,49.67,OK,20260629,
OPP02386,REP031,PRD06,3,3,Closed Won,68.86,OK,20260416,20260808
OPP02387,REP032,PRD09,4,1,Proposal,793.32,OK,20260722,
OPP02388,REP001,PRD14,4,3,Lead,71.21,OK,20251202,
OPP02389,REP039,PRD10,1,2,Closed Won,10.64,OK,20260901,20260901
OPP02390,REP018,PRD13,5,1,Closed Won,110.95,OK,20251028,20251030
OPP02391,REP004,PRD08,5,1,Closed Won,988.2,OK,20260518,20260522
OPP02392,REP024,PRD08,1,2,Qualified,938.4,OK,20251231,
OPP02393,REP007,PRD10,3,3,Qualified,24.22,OK,20260828,
OPP02394,REP005,PRD05,5,5,Lead,297.09,OK,20260330,
OPP02395,REP011,PRD07,4,3,Proposal,77.48,OK,20250711,
OPP02396,REP037,PRD07,3,3,Proposal,115.89,OK,20260321,
OPP02397,REP008,PRD10,3,2,Qualified,10.3,OK,20250705,
OPP02398,REP004,PRD02,5,4,Closed Won,89.68,OK,20260422,20260620
OPP02399,REP028,PRD02,2,4,Lead,87.42,OK,20250922,
OPP02400,REP008,PRD03,3,5,Qualified,824.37,OK,20251210,
OPP02401,REP037,PRD09,3,4,Proposal,220.46,OK,20260819,
OPP02402,REP024,PRD06,1,4,Proposal,185.15,OK,20260104,
OPP02403,REP026,PRD12,3,2,Qualified,191.58,OK,20260526,
OPP02404,REP020,PRD06,4,3,Lead,185.02,OK,20260721,
OPP02405,REP025,PRD11,1,1,Proposal,3343.33,OK,20250819,
OPP02406,REP030,PRD09,4,5,Lead,218.78,OK,20251022,
OPP02407,REP037,PRD07,3,2,Proposal,73.38,OK,20260206,
OPP02408,REP009,PRD04,3,2,Proposal,92.53,OK,20250914,
OPP02409,REP037,PRD06,3,3,Lead,36.25,OK,20250807,
OPP02410,REP008,PRD02,3,1,Lead,364.41,OK,20251230,
OPP02411,REP002,PRD09,5,3,Qualified,148.08,OK,20260811,
OPP02412,REP009,PRD03,3,2,Proposal,801.75,OK,20260520,
OPP02413,REP024,PRD07,1,5,Lead,31.68,OK,20260419,
OPP02414,REP014,PRD12,2,2,Closed Won,446.2,OK,20260625,20260703
OPP02415,REP038,PRD05,5,2,Lead,564.93,OK,20250916,
OPP02416,REP040,PRD03,2,1,Qualified,69.56,OK,20260731,
OPP02417,REP006,PRD14,2,3,Qualified,78.92,OK,20251015,
OPP02418,REP001,PRD02,4,2,Proposal,283.35,OK,20260506,
OPP02419,REP021,PRD11,2,4,Closed Won,1492.34,OK,20250831,20260417
OPP02420,REP040,PRD11,2,1,Closed Lost,199.65,OK,20250821,20260205
OPP02421,REP020,PRD11,4,1,Qualified,758.2,OK,20251013,
OPP02422,REP010,PRD02,5,5,Lead,33.38,OK,20260103,
OPP02423,REP005,PRD02,5,4,Proposal,292.17,OK,20260215,
OPP02424,REP037,PRD04,3,1,Lead,24.85,OK,20260122,
OPP02425,REP018,PRD04,5,3,Proposal,138.38,OK,20260305,
OPP02426,REP025,PRD08,1,1,Closed Won,0.0,REVIEW,20260505,20260707
OPP02427,REP039,PRD11,1,2,Proposal,79.29,OK,20260308,
OPP02428,REP022,PRD14,5,1,Lead,138.24,OK,20260620,
OPP02429,REP019,PRD07,1,1,Lead,79.9,OK,20260131,
OPP02430,REP037,PRD08,3,1,Closed Won,1676.47,OK,20260101,20260130
OPP02431,REP003,PRD07,3,1,Proposal,138.31,OK,20251208,
OPP02432,REP005,PRD05,5,2,Lead,1137.25,OK,20251017,
OPP02433,REP034,PRD02,1,1,Qualified,127.87,OK,20250926,
