opp_id,rep_id,product_id,channel,region_raw,stage,deal_value,created_date,close_date
OPP01952,REP017,PRD03,Referral,west ,Qualified,183.53,2026-03-19,
OPP01953,REP004,PRD12,Inbound,Central ,Closed Won,209.22,2026-04-25,06/27/2026
OPP01954,REP001,PRD04,Outbound,W.,Proposal,39.38,06/10/2026,
OPP01955,REP017,PRD08,Partner,W.,Closed Won,3562.53,2026-03-20,2026-06-11
OPP01956,REP028,PRD03,Web Signup,South,Qualified,395.54,17-Oct-2025,
OPP01957,REP020,PRD02,Outbound,W.,Closed Won,61.99,2026-02-22,25-Apr-2026
OPP01958,REP024,PRD09,Referral,NORTH,Closed Won,966.58,07-Dec-2025,2026-06-11
OPP01959,REP037,PRD11,Partner,EAST,Lead,1490.07,2026-03-05,
OPP01960,REP019,PRD12,Referral,NORTH,Lead,308.22,18-Nov-2025,
OPP01961,REP015,PRD01,Outbound,W.,Closed Lost,46.15,05/09/2026,2026-07-09
OPP01962,REP024,PRD15,Partner,NORTH,Lead,4457.89,2026-02-15,
OPP01963,REP006,PRD15,Inbound,South ,Qualified,848.26,07/20/2026,
OPP01964,REP019,PRD02,Inbound,north,Qualified,172.57,2026-01-08,
OPP01965,REP017,PRD07,Outbound,west,Lead,25.07,14-Mar-2026,
OPP01966,REP021,PRD11,Inbound,south,Lead,1285.25,04/22/2026,
OPP01967,REP034,PRD15,Inbound,North,Qualified,2301.29,02/06/2026,
OPP01968,REP015,PRD15,Web Signup,WEST,Proposal,1187.46,05/05/2026,
OPP01969,REP023,PRD06,Outbound,W.,Closed Won,169.94,2026-04-13,05-May-2026
OPP01970,REP030,PRD13,Partner,W.,Lead,59.35,12/06/2025,
OPP01971,REP037,PRD09,Referral,east,Proposal,352.85,2026-08-31,
OPP01972,REP023,PRD14,Outbound,West,Qualified,58.55,11/20/2025,
OPP01973,REP016,PRD02,Outbound,South ,Proposal,77.31,24-Jul-2025,
OPP01974,REP034,PRD01,Partner, North,Qualified,112.81,2026-06-27,
OPP01975,REP031,PRD10,Web Signup,EAST,Closed Lost,120.6,2025-12-13,01-Jun-2026
OPP01976,REP016,PRD13,Inbound,S.,Lead,66.66,15-Feb-2026,
OPP01977,REP030,PRD05,Outbound,West,Proposal,1000.25,2025-08-26,
OPP01978,REP021,PRD07,Inbound,south,Closed Won,60.37,05/17/2026,2026-08-21
OPP01979,REP017,PRD09,Inbound,west,Qualified,389.27,20-Oct-2025,
OPP01980,REP025,PRD13,Partner, North,Qualified,407.3,2026-02-24,
OPP01981,REP040,PRD04,Inbound,South,Closed Lost,79.37,2026-01-07,15-Apr-2026
OPP01982,REP036,PRD01,Referral,,Closed Lost,16.32,2025-10-31,2026-08-04
OPP01983,REP001,PRD05,Outbound,WEST,Qualified,2246.58,28-May-2026,
OPP01984,REP009,PRD09,Outbound,East,Qualified,587.38,04/22/2026,
OPP01985,REP014,PRD07,Referral,South,Qualified,143.18,2025-08-30,
OPP01986,REP038,PRD08,Inbound,Central,Qualified,3960.17,17-Jun-2026,
OPP01987,REP026,PRD09,Outbound,East,Qualified,417.93,2026-07-11,
OPP01988,REP006,PRD08,Inbound,SOUTH,Lead,590.59,05/11/2026,
OPP01989,REP019,PRD07,Outbound,North,Lead,229.76,08/23/2026,
OPP01990,REP017,PRD13,Partner,West,Closed Lost,50.76,2026-08-01,2026-08-21
OPP01991,REP036,PRD10,Outbound,Centrl,Proposal,94.6,2026-08-30,
OPP01992,REP029,PRD03,Inbound,WEST,Qualified,653.66,2025-08-01,
OPP01993,REP002,PRD08,Outbound,Central,Proposal,762.75,2026-04-09,
OPP01994,REP032,PRD05,Referral,west ,Lead,788.9,2026-08-25,
OPP01995,REP003,PRD11,Partner,East,Proposal,1697.46,2025-09-08,
OPP01996,REP002,PRD01,Inbound,CENTRAL,Qualified,20.65,09/26/2025,
OPP01997,REP011,PRD05,Partner,W.,Qualified,249.38,2026-01-12,
OPP01998,REP005,PRD09,Outbound,Central ,Closed Won,204.35,2026-04-05,05/07/2026
OPP01999,REP036,PRD06,Web Signup,Centrl,Proposal,637.06,08/07/2025,
OPP02000,REP034,PRD06,Outbound,north,Qualified,316.5,2026-05-10,
OPP02001,REP001,PRD14,Inbound,West,Qualified,197.68,2026-03-18,
OPP02002,REP019,PRD07,Referral,North,Qualified,29.67,2026-06-03,
OPP02003,REP027,PRD14,Inbound,east,Closed Lost,33.75,2025-09-24,09/28/2025
OPP02004,REP005,PRD15,Outbound,Centrl,Closed Lost,1357.8,09/18/2025,2025-12-27
OPP02005,REP017,PRD14,Outbound,,Qualified,17.88,2025-12-23,
OPP02006,REP019,PRD09,Web Signup,NORTH,Proposal,643.62,04-Aug-2026,
OPP02007,REP012,PRD11,Referral,E.,Qualified,1102.98,2026-08-10,
OPP02008,REP038,PRD08,Outbound,Central,Qualified,1639.99,12/22/2025,
OPP02009,REP038,PRD02,Partner,Central ,Lead,29.73,06/15/2026,
OPP02010,REP008,PRD15,Inbound,east,Closed Lost,896.72,04/20/2026,2026-07-04
OPP02011,REP021,PRD13,Outbound,South,Proposal,73.12,06/28/2026,
OPP02012,REP034,PRD03,Referral,NORTH,Closed Lost,88.18,27-Jul-2026,03-Aug-2026
OPP02013,REP009,PRD09,Outbound,EAST,Closed Won,250.04,2026-03-28,2026-04-01
OPP02014,REP029,PRD07,Inbound,West,Qualified,75.91,2026-07-13,
OPP02015,REP032,PRD06,Partner,west ,Closed Won,23.55,2025-09-23,2026-01-15
OPP02016,REP037,PRD02,Inbound,EAST,Lead,686.51,05/23/2026,
OPP02017,REP010,PRD08,Referral,Central ,Qualified,969.52,09/08/2025,
OPP02018,REP005,PRD04,Partner,Central,Qualified,69.09,2025-10-02,
OPP02019,REP033,PRD03,Web Signup,west ,Closed Lost,464.05,2025-10-22,2026-03-06
OPP02020,REP010,PRD13,Outbound,CENTRAL,Qualified,140.92,03-Mar-2026,
OPP02021,REP001,PRD05,Referral,WEST,Closed Lost,1752.28,27-Mar-2026,2026-06-23
OPP02022,REP021,PRD01,Outbound,South,Closed Lost,112.77,2025-12-11,07/01/2026
OPP02023,REP022,PRD12,Referral,CENTRAL,Closed Won,243.79,2026-07-14,08/16/2026
OPP02024,REP031,PRD03,Inbound,EAST,Qualified,109.17,2026-07-08,
OPP02025,REP034,PRD15,Outbound,North,Lead,918.13,09/17/2025,
OPP02026,REP015,PRD12,Outbound,west ,Lead,292.99,2026-06-09,
OPP02027,REP005,PRD15,Partner,Centrl,Qualified,922.31,2026-06-20,
OPP02028,REP034,PRD02,Partner,,Lead,30.3,03/08/2026,
OPP02029,REP024,PRD08,Outbound,NORTH,Closed Won,4324.25,2025-08-25,19-Dec-2025
OPP02030,REP009,PRD02,Partner,east,Qualified,170.38,07-Aug-2025,
OPP02031,REP010,PRD14,Partner,Central ,Closed Lost,74.78,10/01/2025,10/09/2025
OPP02032,REP001,PRD15,Outbound,W.,Lead,87.83,03/27/2026,
OPP02033,REP005,PRD14,Referral,Central,Lead,137.43,26-Sep-2025,
OPP02034,REP013,PRD03,Web Signup,Central ,Qualified,287.88,11/08/2025,
OPP02035,REP038,PRD15,Referral,Central ,Closed Won,839.59,01/09/2026,07/28/2026
OPP02036,REP016,PRD10,Partner,south,Lead,35.74,11/16/2025,
OPP02037,REP006,PRD06,Outbound,SOUTH,Proposal,174.25,2025-11-05,
OPP02038,REP033,PRD14,Web Signup,W.,Closed Won,186.21,03/18/2026,04-Jul-2026
OPP02039,REP012,PRD12,Web Signup,EAST,Proposal,92.29,05/31/2026,
OPP02040,REP030,PRD08,Partner,west ,Lead,701.17,06/27/2026,
OPP02041,REP017,PRD11,Outbound,W.,Lead,1021.88,12/31/2025,
OPP02042,REP026,PRD14,Referral,EAST,Lead,110.74,2026-05-14,
OPP02043,REP033,PRD15,Web Signup,west ,Lead,696.38,2025-11-24,
OPP02044,REP010,PRD02,Outbound,Centrl,Lead,403.49,2025-11-25,
OPP02045,REP036,PRD14,Web Signup,Centrl,Qualified,12.28,06/04/2026,
OPP02046,REP034,PRD13,Inbound,north,Qualified,72.24,07-May-2026,
OPP02047,REP025,PRD03,Inbound,N.,Lead,422.59,2025-07-26,
OPP02048,REP019,PRD09,Partner,North,Lead,495.87,2025-12-04,
OPP02049,REP034,PRD13,Web Signup,North,Closed Won,133.35,18-Jun-2026,2026-08-14
OPP02050,REP006,PRD06,Outbound,S.,Proposal,335.4,06/02/2026,
OPP02051,REP021,PRD11,Partner,south,Proposal,1444.62,05/02/2026,
OPP02052,REP014,PRD12,Inbound,South ,Qualified,231.48,2025-07-07,
OPP02053,REP027,PRD10,Partner,E.,Closed Lost,24.52,2025-12-17,2026-03-06
OPP02054,REP038,PRD10,Inbound,Central,Lead,49.88,2026-02-05,
OPP02055,REP014,PRD14,Outbound,South ,Proposal,133.22,2025-08-21,
OPP02056,REP032,PRD08,Inbound,WEST,Closed Lost,1463.48,09/21/2025,28-Jul-2026
OPP02057,REP031,PRD01,Outbound,east,Lead,70.34,2026-08-25,
OPP02058,REP021,PRD09,Referral,SOUTH,Lead,462.59,2025-11-26,
OPP02059,REP026,PRD11,Web Signup,east,Lead,1592.9,2026-04-14,
OPP02060,REP040,PRD04,Inbound,south,Proposal,37.56,03/14/2026,
OPP02061,REP008,PRD15,Inbound,east,Qualified,707.26,2025-12-04,
OPP02062,REP038,PRD02,Inbound,central,Closed Won,158.99,2026-06-24,07/05/2026
OPP02063,REP028,PRD06,Referral,South ,Qualified,164.91,2026-01-23,
OPP02064,REP001,PRD14,Inbound,West,Proposal,97.19,07/19/2026,
OPP02065,REP033,PRD15,Inbound,W.,Qualified,3206.36,2026-08-17,
OPP02066,REP029,PRD13,Inbound,West,Closed Won,153.49,04-Mar-2026,06/27/2026
OPP02067,REP016,PRD13,Inbound,south,Qualified,379.92,2026-05-01,
OPP02068,REP019,PRD06,Inbound,North,Qualified,147.94,05/04/2026,
OPP02069,REP011,PRD09,Inbound,west ,Lead,175.94,2025-09-30,
OPP02070,REP019,PRD05,Outbound,North,Lead,622.09,31-Mar-2026,
OPP02071,REP030,PRD15,Referral,west,Lead,436.17,04/03/2026,
OPP02072,REP004,PRD13,Partner,Centrl,Lead,222.41,2026-06-24,
OPP02073,REP006,PRD14,Partner,south,Closed Won,46.12,2025-11-15,2026-08-03
OPP02074,REP031,PRD15,Inbound,E.,Lead,211.96,02/20/2026,
OPP02075,REP029,PRD15,Outbound,WEST,Qualified,1529.59,2025-09-07,
OPP02076,REP028,PRD12,Partner,south,Closed Lost,314.07,16-Oct-2025,02/14/2026
OPP02077,REP030,PRD06,Web Signup,west ,Lead,414.31,2025-10-03,
OPP02078,REP027,PRD14,Outbound,EAST,Lead,73.07,2026-01-05,
OPP02079,REP021,PRD08,Partner,south,Qualified,4249.56,2026-02-26,
OPP02080,REP004,PRD06,Outbound,central,Closed Won,135.41,10/02/2025,2025-12-12
OPP02081,REP013,PRD01,Web Signup,central,Lead,77.95,2026-04-19,
OPP02082,REP020,PRD11,Outbound,W.,Qualified,630.26,2025-10-21,
OPP02083,REP013,PRD13,Partner,Centrl,Closed Lost,50.87,08/04/2026,2026-08-22
OPP02084,REP032,PRD15,Inbound,west,Qualified,1212.46,2026-05-24,
OPP02085,REP017,PRD08,Inbound,west ,Proposal,1953.43,19-Oct-2025,
OPP02086,REP033,PRD12,Outbound,west ,Qualified,169.6,04/28/2026,
OPP02087,REP040,PRD06,Outbound,South,Lead,563.65,05/28/2026,
OPP02088,REP029,PRD06,Outbound,west ,Lead,85.47,2025-11-25,
OPP02089,REP016,PRD03,Partner,south,Qualified,21.08,07/17/2026,
OPP02090,REP009,PRD10,Referral,east,Closed Won,24.78,25-Aug-2026,2026-09-02
OPP02091,REP037,PRD10,Inbound,East,Lead,107.27,11/15/2025,
OPP02092,REP035,PRD12,Inbound,E.,Lead,335.47,2025-11-10,
OPP02093,REP007,PRD02,Partner,east,Lead,105.56,2026-07-19,
OPP02094,REP001,PRD03,Web Signup,W.,Closed Lost,770.06,2026-02-13,04/08/2026
OPP02095,REP003,PRD15,Partner,E.,Closed Lost,1822.73,2025-11-26,03/28/2026
OPP02096,REP005,PRD11,Outbound,Central ,Qualified,978.65,06/19/2026,
OPP02097,REP001,PRD02,Partner,WEST,Lead,28.38,2025-08-14,
OPP02098,REP031,PRD14,Outbound,East,Closed Lost,40.86,2026-04-08,04/09/2026
OPP02099,REP005,PRD08,Outbound,Centrl,Proposal,4589.45,2026-07-15,
OPP02100,REP029,PRD15,Partner,west,Closed Lost,2501.01,2025-10-18,01-Jan-2026
OPP02101,REP016,PRD14,Referral,South,Closed Won,53.52,2026-04-28,2026-08-15
OPP02102,REP038,PRD07,Outbound,Centrl,Proposal,118.46,2026-07-31,
OPP02103,REP010,PRD14,Outbound,Central,Lead,105.89,2026-07-23,
OPP02104,REP001,PRD03,Referral,west,Closed Lost,253.04,2026-05-17,2026-08-20
OPP02105,REP009,PRD05,Web Signup,east,Closed Won,407.5,2026-05-22,2026-08-16
OPP02106,REP026,PRD07,Partner,East,Qualified,99.05,2026-07-18,
OPP02107,REP015,PRD03,Outbound,,Lead,636.79,11/10/2025,
OPP02108,REP040,PRD02,Outbound,SOUTH,Qualified,138.74,06-Sep-2025,
OPP02109,REP021,PRD08,Partner,South ,Closed Won,1927.71,27-Jul-2025,14-Jan-2026
OPP02110,REP009,PRD09,Web Signup,E.,Lead,187.04,2026-02-15,
OPP02111,REP004,PRD14,Outbound,central,Closed Won,96.62,2025-07-29,27-Feb-2026
OPP02112,REP039,PRD14,Inbound, North,Proposal,100.18,2025-12-25,
OPP02113,REP013,PRD08,Inbound,CENTRAL,Lead,5426.94,2026-08-25,
OPP02114,REP010,PRD05,Partner,CENTRAL,Qualified,873.97,2026-02-13,
OPP02115,REP009,PRD07,Referral,east,Proposal,234.31,2025-11-11,
OPP02116,REP011,PRD15,Outbound,WEST,Qualified,2858.93,2026-06-24,
OPP02117,REP007,PRD03,Partner,east,Lead,131.23,2026-07-23,
OPP02118,REP016,PRD12,Partner,south,Closed Lost,189.75,2026-08-04,2026-08-09
OPP02119,REP010,PRD06,Web Signup,Central,Closed Lost,312.26,2025-09-30,2026-01-12
OPP02120,REP030,PRD14,Outbound,WEST,Proposal,60.58,08/29/2026,
OPP02121,REP033,PRD09,Referral,,Qualified,288.03,2026-04-14,
OPP02122,REP037,PRD01,Referral,EAST,Closed Won,4.05,2026-08-29,09/02/2026
OPP02123,REP032,PRD07,Partner,west,Lead,231.48,2025-08-05,
OPP02124,REP040,PRD05,Partner,SOUTH,Proposal,2377.77,2026-06-11,
OPP02125,REP006,PRD01,Outbound,S.,Closed Won,66.71,2026-09-01,09/01/2026
OPP02126,REP023,PRD12,Outbound,west ,Closed Lost,331.68,05/30/2026,2026-06-08
OPP02127,REP037,PRD08,Inbound,East,Lead,1276.49,12-Jan-2026,
OPP02128,REP004,PRD01,Referral,Central,Closed Lost,37.7,2026-02-20,04-Mar-2026
OPP02129,REP007,PRD14,Outbound,E.,Proposal,148.58,2026-06-18,
OPP02130,REP014,PRD02,Outbound,S.,Proposal,245.01,01/24/2026,
OPP02131,REP037,PRD06,Inbound,EAST,Proposal,414.3,2026-03-31,
OPP02132,REP037,PRD10,Outbound,EAST,Proposal,19.51,09/09/2025,
OPP02133,REP018,PRD06,Outbound,CENTRAL,Lead,586.43,06/10/2026,
OPP02134,REP025,PRD01,Outbound,North,Closed Lost,66.34,03-Oct-2025,31-Jul-2026
OPP02135,REP032,PRD15,Outbound,west ,Closed Won,1101.78,2026-01-04,26-Mar-2026
OPP02136,REP003,PRD07,Partner,East,Closed Won,298.76,2026-04-02,2026-08-18
OPP02137,REP018,PRD13,Inbound,CENTRAL,Qualified,123.2,01-Jun-2026,
OPP02138,REP016,PRD06,Inbound,SOUTH,Closed Won,343.27,11/09/2025,2026-07-06
OPP02139,REP027,PRD11,Referral,East,Lead,1284.92,20-Oct-2025,
OPP02140,REP003,PRD11,Inbound,E.,Closed Won,30.12,2025-12-11,2026-03-01
OPP02141,REP015,PRD13,Outbound,West,Qualified,317.81,2025-08-19,
OPP02142,REP032,PRD15,Referral,west,Lead,1704.26,02-Apr-2026,
OPP02143,REP010,PRD12,Outbound,Central,Lead,376.21,2026-08-21,
OPP02144,REP014,PRD03,Outbound,SOUTH,Lead,793.96,07-Feb-2026,
OPP02145,REP027,PRD13,Partner,,Closed Won,92.37,08/26/2026,08/28/2026
OPP02146,REP034,PRD13,Partner, North,Closed Lost,163.16,03/12/2026,2026-07-26
OPP02147,REP026,PRD02,Partner,East,Lead,342.86,2026-02-16,
OPP02148,REP027,PRD10,Web Signup,East,Closed Won,25.9,2026-02-13,2026-05-27
OPP02149,REP029,PRD07,Referral,West,Lead,131.51,2026-08-07,
OPP02150,REP024,PRD07,Referral,North,Closed Won,165.69,2025-09-15,2025-11-06
OPP02151,REP029,PRD13,Outbound,west,Lead,154.01,2026-05-19,
OPP02152,REP034,PRD05,Partner,North,Proposal,398.56,2025-08-19,
OPP02153,REP030,PRD11,Outbound,west,Qualified,920.87,2026-02-04,
OPP02154,REP014,PRD08,Outbound,south,Proposal,2003.55,2025-10-10,
OPP02155,REP013,PRD04,Web Signup,Central ,Closed Won,24.76,2025-10-15,2026-01-19
OPP02156,REP012,PRD11,Outbound,EAST,Proposal,1203.48,2025-10-25,
OPP02157,REP034,PRD09,Outbound,NORTH,Qualified,731.64,2026-03-11,
OPP02158,REP017,PRD08,Inbound,west,Lead,2152.82,2026-01-12,
OPP02159,REP030,PRD10,Inbound,west,Qualified,67.95,05-May-2026,
OPP02160,REP037,PRD11,Inbound,EAST,Lead,1826.62,2026-07-19,
OPP02161,REP018,PRD15,Outbound,CENTRAL,Proposal,353.4,2025-10-22,
OPP02162,REP013,PRD06,Inbound,Central,Proposal,387.0,28-Jan-2026,
OPP02163,REP004,PRD04,Partner,Centrl,Lead,19.3,2026-05-21,
OPP02164,REP009,PRD04,Partner,East,Lead,10.67,2026-04-21,
OPP02165,REP010,PRD08,Partner,central,Proposal,2464.35,2026-06-20,
OPP02166,REP039,PRD15,Inbound,NORTH,Lead,1935.73,2025-08-31,
OPP02167,REP026,PRD15,Inbound,,Qualified,565.34,09/14/2025,
OPP02168,REP023,PRD04,Inbound,W.,Lead,82.19,2026-05-12,
OPP02169,REP016,PRD13,Partner,S.,Lead,139.18,08/08/2026,
OPP02170,REP034,PRD09,Web Signup, North,Qualified,365.56,2026-02-05,
OPP02171,REP024,PRD14,Outbound, North,Qualified,21.95,2026-04-16,
OPP02172,REP012,PRD10,Outbound,east,Proposal,62.69,22-Jun-2026,
OPP02173,REP012,PRD12,Outbound,East,Closed Lost,378.26,18-Jul-2026,2026-08-02
OPP02174,REP036,PRD14,Outbound,central,Qualified,90.33,2025-07-05,
OPP02175,REP026,PRD12,Web Signup,EAST,Closed Lost,95.97,2025-09-14,2026-06-24
OPP02176,REP024,PRD08,Outbound, North,Proposal,2447.68,06/25/2026,
OPP02177,REP002,PRD08,Outbound,Centrl,Lead,820.09,2026-04-08,
OPP02178,REP021,PRD06,Inbound,S.,Closed Lost,238.22,08/22/2025,06/27/2026
OPP02179,REP009,PRD12,Web Signup,east,Closed Won,489.5,2026-08-23,2026-08-27
OPP02180,REP009,PRD15,Inbound,E.,Lead,2851.63,2025-12-20,
OPP02181,REP002,PRD06,Inbound,Central,Lead,314.53,2026-06-02,
OPP02182,REP003,PRD10,Outbound,EAST,Lead,25.19,2025-12-15,
OPP02183,REP027,PRD02,Inbound,East,Closed Lost,-111.8,07/23/2026,2026-08-05
OPP02184,REP031,PRD14,Inbound,EAST,Closed Won,151.67,2026-03-11,2026-08-18
OPP02185,REP010,PRD02,Partner,Centrl,Qualified,24.25,2026-02-09,
OPP02186,REP031,PRD01,Referral,East,Lead,62.28,2026-03-23,
OPP02187,REP025,PRD11,Inbound,N.,Lead,1216.27,10/13/2025,
OPP02188,REP040,PRD05,Inbound,S.,Closed Won,197.64,07/15/2026,2026-08-17
OPP02189,REP037,PRD13,Inbound,East,Qualified,172.26,2025-08-10,
OPP02190,REP005,PRD14,Partner,Centrl,Closed Won,9.13,2025-08-08,10/24/2025
OPP02191,REP002,PRD15,Outbound,Central,Qualified,1171.56,06/25/2026,
OPP02192,REP040,PRD14,Inbound,South,Qualified,53.52,2025-07-16,
OPP02193,REP029,PRD15,Partner,west,Proposal,622.91,2025-10-08,
OPP02194,REP037,PRD13,Partner,E.,Proposal,217.49,2025-11-03,
OPP02195,REP024,PRD08,Referral, North,Lead,3957.22,06/11/2026,
OPP02196,REP008,PRD02,Outbound,East,Lead,210.16,2026-06-23,
OPP02197,REP035,PRD11,Partner,,Qualified,787.77,2025-07-04,
OPP02198,REP012,PRD03,Referral,East,Qualified,505.49,2026-06-01,
OPP02199,REP028,PRD15,Outbound,south,Qualified,703.91,12/08/2025,
OPP02200,REP029,PRD14,Referral,W.,Lead,36.7,10/14/2025,
OPP02201,REP001,PRD11,Outbound,west ,Lead,3534.82,2026-02-23,
OPP02202,REP002,PRD02,Web Signup,,Lead,369.4,11/04/2025,
OPP02203,REP016,PRD14,Inbound,South ,Qualified,60.82,01-Feb-2026,
OPP02204,REP032,PRD09,Inbound,W.,Qualified,131.92,2025-09-14,
OPP02205,REP033,PRD12,Inbound,West,Closed Lost,149.77,04/09/2026,2026-05-27
OPP02206,REP014,PRD06,Inbound,SOUTH,Qualified,174.43,09/06/2025,
OPP02207,REP036,PRD04,Inbound,Central,Lead,39.57,2026-04-18,
OPP02208,REP013,PRD07,Referral,central,Lead,91.41,2025-11-09,
OPP02209,REP023,PRD09,Partner,WEST,Qualified,384.64,2025-08-13,
OPP02210,REP030,PRD10,Partner,west,Lead,38.8,2026-05-07,
OPP02211,REP038,PRD03,Partner,Central,Lead,535.33,2026-02-26,
OPP02212,REP007,PRD13,Inbound,EAST,Lead,424.23,01/01/2026,
OPP02213,REP007,PRD04,Inbound,EAST,Proposal,5.49,2026-06-02,
OPP02214,REP037,PRD14,Web Signup,EAST,Qualified,165.26,2025-09-12,
OPP02215,REP013,PRD04,Partner,central,Proposal,30.93,2025-09-15,
OPP02216,REP032,PRD06,Referral,west ,Qualified,274.03,04-Jul-2025,
OPP02217,REP038,PRD02,Partner,central,Qualified,88.21,12/16/2025,
OPP02218,REP039,PRD07,Partner,N.,Lead,63.11,07/09/2026,
OPP02219,REP030,PRD11,Referral,WEST,Lead,2259.71,2025-09-02,
OPP02220,REP024,PRD09,Partner,NORTH,Lead,383.06,2025-10-15,
OPP02221,REP030,PRD10,Partner,west,Qualified,26.79,2025-12-26,
OPP02222,REP017,PRD01,Outbound,west,Closed Lost,130.91,11-Aug-2026,2026-08-27
OPP02223,REP021,PRD03,Inbound,S.,Qualified,258.38,2026-06-14,
OPP02224,REP027,PRD02,Referral,EAST,Lead,189.52,2025-07-11,
OPP02225,REP016,PRD04,Outbound,SOUTH,Qualified,107.82,2025-07-10,
OPP02226,REP008,PRD02,Outbound,E.,Qualified,33.26,2026-03-27,
OPP02227,REP032,PRD15,Outbound,W.,Lead,2104.47,2025-10-05,
OPP02228,REP035,PRD11,Outbound,east,Closed Lost,2366.43,05/28/2026,2026-06-22
OPP02229,REP039,PRD11,Partner,north,Proposal,641.52,07/10/2026,
OPP02230,REP024,PRD05,Outbound,North,Qualified,660.25,2025-08-28,
OPP02231,REP004,PRD07,Outbound,central,Lead,70.81,2025-12-28,
OPP02232,REP009,PRD02,Inbound,East,Lead,139.45,04/27/2026,
OPP02233,REP031,PRD02,Outbound,east,Closed Lost,120.26,11-Sep-2025,2026-06-21
OPP02234,REP012,PRD05,Referral,east,Proposal,268.52,2025-09-21,
OPP02235,REP012,PRD13,Outbound,E.,Proposal,105.3,2025-09-22,
OPP02236,REP037,PRD06,Outbound,east,Qualified,104.93,04-Mar-2026,
OPP02237,REP005,PRD05,Inbound,CENTRAL,Lead,274.9,15-Apr-2026,
OPP02238,REP035,PRD07,Outbound,East,Closed Won,99.17,2026-02-21,2026-03-19
OPP02239,REP005,PRD01,Partner,Centrl,Proposal,56.38,2026-04-27,
OPP02240,REP033,PRD12,Web Signup,West,Qualified,174.69,10/15/2025,
OPP02241,REP039,PRD06,Web Signup,N.,Lead,296.32,2025-10-22,
OPP02242,REP009,PRD14,Outbound,East,Lead,106.16,2025-08-26,
OPP02243,REP014,PRD14,Outbound,S.,Qualified,109.79,08/20/2026,
OPP02244,REP035,PRD13,Partner,East,Lead,57.39,07/10/2025,
OPP02245,REP023,PRD15,Inbound,west,Proposal,265.64,11/08/2025,
OPP02246,REP011,PRD10,Partner,West,Qualified,68.2,2026-06-10,
OPP02247,REP025,PRD03,Outbound,NORTH,Lead,268.78,2026-04-02,
OPP02248,REP040,PRD08,Inbound,South ,Closed Lost,3202.33,2025-12-16,2026-08-16
OPP02249,REP026,PRD06,Referral,,Qualified,322.1,29-Oct-2025,
OPP02250,REP026,PRD05,Outbound,east,Proposal,285.86,2026-05-19,
OPP02251,REP036,PRD04,Outbound,central,Qualified,32.12,06/12/2026,
OPP02252,REP026,PRD05,Inbound,E.,Proposal,241.33,2025-12-19,
OPP02253,REP006,PRD13,Outbound,south,Closed Lost,222.62,2025-09-09,2026-08-23
OPP02254,REP034,PRD09,Outbound,N.,Closed Won,147.57,2025-09-20,13-Nov-2025
OPP02255,REP009,PRD09,Outbound,EAST,Lead,256.29,2025-10-07,
OPP02256,REP008,PRD07,Outbound,E.,Lead,100.62,2026-04-28,
OPP02257,REP010,PRD07,Referral,CENTRAL,Qualified,104.35,2026-04-03,
OPP02258,REP019,PRD04,Partner,North,Lead,111.58,06/02/2026,
OPP02259,REP018,PRD08,Outbound,Central,Qualified,546.49,03/05/2026,
OPP02260,REP009,PRD04,Outbound,east,Lead,75.39,10/20/2025,
OPP02261,REP036,PRD05,Partner,CENTRAL,Closed Won,602.96,2026-01-12,2026-04-29
OPP02262,REP004,PRD09,Referral,Central,Lead,390.89,07-Sep-2025,
OPP02263,REP030,PRD10,Inbound,WEST,Lead,52.98,01/12/2026,
OPP02264,REP019,PRD12,Outbound,north,Lead,599.2,02/10/2026,
OPP02265,REP018,PRD10,Inbound,Central ,Proposal,78.63,2025-07-24,
OPP02266,REP012,PRD13,Partner,east,Closed Won,327.27,2026-02-23,2026-04-03
OPP02267,REP007,PRD10,Outbound,E.,Qualified,44.08,2026-08-10,
OPP02268,REP033,PRD09,Referral,West,Lead,370.18,2026-08-03,
OPP02269,REP005,PRD01,Referral,Central ,Qualified,67.73,2025-11-27,
OPP02270,REP020,PRD01,Inbound,,Proposal,63.47,2026-05-04,
OPP02271,REP009,PRD07,Outbound,east,Proposal,246.63,2026-02-18,
OPP02272,REP019,PRD09,Inbound,NORTH,Closed Won,216.36,08/15/2025,06/15/2026
OPP02273,REP015,PRD14,Outbound,west ,Lead,304.62,2026-01-05,
OPP02274,REP015,PRD03,Outbound,WEST,Proposal,437.26,2026-07-23,
OPP02275,REP033,PRD11,Web Signup,west,Closed Won,1572.63,2026-04-29,2026-05-20
OPP02276,REP020,PRD08,Outbound,West,Lead,2916.99,01/07/2026,
OPP02277,REP030,PRD14,Web Signup,WEST,Proposal,51.15,07/27/2026,
OPP02278,REP011,PRD09,Inbound,west,Qualified,112.76,2025-08-28,
OPP02279,REP027,PRD01,Outbound,East,Proposal,18.53,08/18/2026,
OPP02280,REP040,PRD10,Inbound,SOUTH,Closed Lost,16.4,2025-07-13,04/19/2026
OPP02281,REP021,PRD14,Inbound,south,Lead,21.13,2026-03-06,
OPP02282,REP014,PRD09,Partner,S.,Qualified,318.68,10/14/2025,
OPP02283,REP003,PRD04,Partner,EAST,Proposal,85.09,2026-04-30,
OPP02284,REP006,PRD07,Inbound,SOUTH,Closed Lost,46.37,2026-05-26,2026-08-04
